age,gend,hisp,race,nws_region,spc_rand,spc_risk_perc,spc_resp_perc,cointoss,bigbucks,acme_pub,choir,fiveside,sixside,mushroom
40,1,0,1,Eastern Region,AN ENHANCED RISK,72,90,150,100,95,95,5,10,80
45,1,0,1,Central Region,A MODERATE RISK (30% CHANCE),75,75,500,10,0.001,40,30,20,25
45,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),75,75,500,10,0.1,25,30,20,4
41,1,0,1,Western Region,AN ENHANCED RISK,25,25,56,4,56,58,3,5,30
61,1,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),40,0,452,10,1,40,24,60,20
33,1,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),75,25,600,600,50,50,5,5,25
63,1,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),25,10,500,10,0.1,40,30,20,50
63,1,0,1,Western Region,A 5% CHANCE,40,40,500,10,1,60,30,35,4
27,1,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),90,50,50,50,50,50,50,0,0
63,1,0,1,Southern Region,A 30% CHANCE,75,45,35,10,9,25,3,10,25
30,1,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),50,60,0,0,0,30,3,2,5
42,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),60,100,100,50,20,80,30,60,20
41,1,0,1,Western Region,A MODERATE RISK (30% CHANCE),100,100,1000,10,100,100,5,6,100
53,1,0,1,Western Region,AN 15% CHANCE,100,100,500,10,0.0001,25,30,45,5
58,1,0,1,Western Region,A SLIGHT RISK (5% CHANCE),5,1,500,10,0.1,25,30,20,8
61,1,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),5,5,600,10,0.1,10,30,23,10
48,0,0,1,Western Region,A SLIGHT RISK,50,60,500,10,0.5,10,35,15,9
60,1,0,1,Western Region,A 30% CHANCE,50,80,500,10,0.1,25,30,20,50
61,1,0,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),50,75,500,10,0.001,25,30,30,0.5
47,1,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),80,100,500,10,1,0.1,30,60,40
63,1,0,1,Eastern Region,AN ENHANCED RISK,70,25,750,100,0.001,65,30,20,20
62,1,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),25,50,500,10,10,40,50,28,4
50,1,0,1,Western Region,A 30% CHANCE,20,40,800,100,0.1,12,17,24,16
31,1,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),50,70,500,10,1,30,30,20,25
62,1,0,1,Western Region,A SLIGHT RISK (5% CHANCE),20,20,500,10,1,50,15,10,45
63,1,0,1,Central Region,AN ENHANCED RISK,70,80,500,10,0.01,33,25,12,25
40,1,0,1,Central Region,AN ENHANCED RISK,20,35,500,10,0.1,25,30,24,25
45,1,0,1,Southern Region,A LEVEL 4 of 5 RISK,45,68,20,55,65,55,9,3,10
26,1,0,2,Southern Region,AN LEVEL 3 of 5 RISK,70,50,750,400,20,50,30,5,4
41,1,0,1,Southern Region,A MODERATE RISK,50,50,450,5,50,50,10,5,25
40,1,0,1,Southern Region,A LEVEL 2 of 5 RISK,70,77,78,69,76,70,38,6,20
40,1,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,3,2,1,100,5,6,50
30,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,80,10,10,99,5,20,6
40,1,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,50,60,500,10,100,70,5,6,50
30,1,0,1,Southern Region,A MODERATE RISK (30% CHANCE),80,90,10,10,50,60,5,5,5
62,1,0,4,Western Region,A LEVEL 2 of 5 RISK,50,75,500,10,0.1,25,30,25,4
48,1,0,1,Western Region,AN ENHANCED RISK (LEVEL 3 of 5),85,85,500,10,10,20,30,11,4
35,1,0,1,Southern Region,A SLIGHT RISK (5% CHANCE),40,60,300,1,2,5,10,50,15
59,1,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),50,10,500,10,0.001,10,30,28,5
46,1,0,4,Western Region,AN 15% CHANCE,15,50,500,10,0.1,10,30,10,4
32,1,0,1,Eastern Region,A LEVEL 2 of 5 RISK,100,100,800,10,45,60,25,40,25
31,1,0,1,Western Region,A LEVEL 4 of 5 RISK,70,90,500,10,0.1,25,30,20,8
40,1,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),65,40,400,5,60,50,20,4,40
62,1,0,1,Western Region,AN ENHANCED RISK (15% CHANCE),1,50,525,0,10,20,5,0,10
30,1,0,2,Eastern Region,A 5% CHANCE,50,50,50,60,80,60,50,50,50
54,1,0,1,Western Region,AN ENHANCED RISK (15% CHANCE),50,50,0,0,0,2,2,1,12
57,1,0,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),0,0,500,100,1,4,20,30,20
64,1,0,1,Central Region,A LEVEL 2 of 5 RISK,30,10,500,10,1,50,30,30,30
44,1,0,1,Eastern Region,AN ENHANCED RISK,100,99,1000,10,89,98,5,5,96
42,1,0,1,Southern Region,AN ENHANCED RISK,60,80,500,100,10,10,30,6,20
38,1,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),100,100,1000,1000,100,100,4,12,50
32,1,0,2,Western Region,A MODERATE RISK (LEVEL 4 of 5),0,0,400,0,0,0,1,70,20
28,1,0,2,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),91,87,432,448,65,16,27,65,8
40,1,0,1,Eastern Region,A LEVEL 2 of 5 RISK,60,65,200,10,40,40,3,4,60
40,1,0,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,200,10,100,10,5,40,10
36,1,0,1,Eastern Region,A MODERATE RISK,80,75,500,1,0.1,4,50,60,15
33,1,0,2,Southern Region,A SLIGHT RISK (5% CHANCE),10,0,500,10,1,10,30,25,10
44,1,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),100,80,500,100,100,50,20,50,20
36,1,0,1,Western Region,AN 15% CHANCE,60,40,1000,10,10,50,5,6,10
62,1,0,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),80,50,500,10,0.5,40,25,12,5
48,1,0,1,Eastern Region,A 5% CHANCE,1,1,500,10,0.1,10,30,20,50
38,1,0,1,Eastern Region,A 5% CHANCE,80,80,750,12,50,40,5,10,10
52,1,0,4,Western Region,AN ENHANCED RISK (LEVEL 3 of 5),80,85,500,10,0.1,0.1,30,23,0.04
39,1,0,1,Southern Region,A 5% CHANCE,2,2,700,5,0.1,30,40,30,10
35,1,0,1,Western Region,A MODERATE RISK (30% CHANCE),50,80,500,10,10,50,4,20,0.5
26,1,0,1,Western Region,AN ENHANCED RISK,35,45,3,10,30,10,10,5,25
44,1,0,1,Eastern Region,AN ENHANCED RISK (15% CHANCE),99,100,500,10,0.001,50,5,11,20
30,1,0,1,Central Region,A SLIGHT RISK,0,0,5,5,1,2,14,5,5
35,1,0,1,Southern Region,AN LEVEL 3 of 5 RISK,50,60,1000,300,70,70,50,6,70
35,0,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),70,70,50,65,60,45,3,2,40
42,1,0,1,Southern Region,A 5% CHANCE,60,40,100,100,1,25,30,1,2
30,1,0,1,Western Region,A SLIGHT RISK (5% CHANCE),80,70,300,300,30,30,39,3,25
41,1,0,1,Southern Region,AN ENHANCED RISK,80,50,2,3,10,50,3,6,60
61,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,500,10,0.01,10,30,12,25
46,1,0,1,Eastern Region,A 5% CHANCE,80,20,900,100,100,75,3,4,10
35,1,0,1,Southern Region,AN LEVEL 3 of 5 RISK,90,80,12,6,80,50,5,6,40
45,1,0,1,Western Region,A SLIGHT RISK (5% CHANCE),25,40,500,10,1,20,20,40,30
50,1,0,1,Eastern Region,A LEVEL 2 of 5 RISK,40,25,500,10,1,10,30,15,4
34,1,0,1,Western Region,A MODERATE RISK (30% CHANCE),NA,NA,500,100,1,25,5,5,5
41,1,0,1,Eastern Region,A LEVEL 2 of 5 RISK,50,50,1000,10,10,16,25,11,25
53,1,0,1,Southern Region,A SLIGHT RISK (5% CHANCE),10,0,500,10,0.1,25,30,35,4
54,1,0,1,Central Region,A LEVEL 2 of 5 RISK,20,5,500,10,0.1,25,30,20,50
48,1,0,1,Western Region,A LEVEL 4 of 5 RISK,50,50,500,10,0.1,10,30,23,4
62,1,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),3,3,0.0001,0.001,0.001,0.005,50,2,0.4
56,1,0,1,Southern Region,A SLIGHT RISK,10,10,500,10,0,30,34,12,3
42,1,0,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),77,70,33,33,34,79,35,4,45
57,1,0,1,Central Region,AN LEVEL 3 of 5 RISK,10,90,500,10,0.1,25,30,20,50
39,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,100,1,100,100,5,6,45
63,1,0,1,Southern Region,A SLIGHT RISK,10,0,500,10,0.1,25,30,20,4
37,1,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),40,40,500,1,1,30,30,10,30
40,1,0,1,Central Region,A 30% CHANCE,40,60,400,10,50,65,50,60,25
44,1,0,1,Central Region,AN 15% CHANCE,20,34,8,12,56,66,7,6,30
41,1,0,1,Central Region,A LEVEL 2 of 5 RISK,10,10,200,10,0.1,15,15,11,19
57,1,0,1,Western Region,A MODERATE RISK (30% CHANCE),50,33,500,100,1,10,35,18,20
30,1,0,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),6,7,600,7,70,30,10,8,25
54,1,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),30,30,500,10,0.1,10,30,35,20
30,1,0,1,Western Region,AN 15% CHANCE,30,30,30,30,30,30,30,30,30
31,1,0,1,Southern Region,A SLIGHT RISK,92,95,600,30,10,20,11,25,15
54,1,0,1,Southern Region,AN ENHANCED RISK,40,80,500,10,0.1,25,30,20,4
40,1,0,4,Western Region,AN LEVEL 3 of 5 RISK,70,70,500,10,0.1,10,30,12,4
40,1,0,1,Eastern Region,A 5% CHANCE,5,2,5,2,4,5,3,6,20
35,1,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,70,65,700,2,10,100,45,65,30
63,1,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),50,50,500,10,1,20,30,21,10
35,1,0,1,Eastern Region,AN 15% CHANCE,50,50,5,5,30,69,5,5,60
45,1,0,1,Eastern Region,AN ENHANCED RISK,50,75,500,10,50,10,30,70,20
50,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,100,100,100,100,5,6,100
43,1,0,1,Central Region,A LEVEL 4 of 5 RISK,80,70,70,80,90,90,5,6,90
37,1,0,1,Southern Region,AN 15% CHANCE,5,0,500,100,0.01,10,25,50,2
56,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,90,100,500,10,0.1,40,5,20,1
45,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,75,50,500,100,50,25,5,20,40
57,1,0,2,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),60,85,500,10,0.001,40,30,10,25
29,1,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),50,50,500,10,0.1,10,30,10,15
25,1,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),0,0,500,10,1,100,20,20,5
40,1,0,1,Southern Region,AN 15% CHANCE,95,96,800,8,80,90,11,5,80
63,1,0,1,Eastern Region,A LEVEL 2 of 5 RISK,6,7,500,10,1,5,33,12,20
54,1,0,1,Eastern Region,A 5% CHANCE,70,50,500,10,0.1,30,30,30,5
53,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,75,30,550,50,0.01,33,30,15,5
56,1,0,1,Eastern Region,AN ENHANCED RISK,35,25,500,10,1,25,30,23,80
40,1,0,1,Southern Region,A SLIGHT RISK (5% CHANCE),45,40,10,1,0.01,35,3,10,25
59,1,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,60,50,500,10,0.01,30,30,45,5
40,1,0,1,Eastern Region,A LEVEL 2 of 5 RISK,60,40,40,60,50,60,5,6,40
64,1,0,1,Southern Region,A MODERATE RISK,40,40,250,1,100,5,3,35,5
42,1,0,1,Central Region,AN LEVEL 3 of 5 RISK,100,100,100,100,100,100,50,70,20
49,0,0,1,Southern Region,A MODERATE RISK,50,50,500,10,10,20,20,60,10
27,0,0,1,Eastern Region,A LEVEL 2 of 5 RISK,NA,NA,500,100,0.0001,30,30,22,20
56,0,0,1,Eastern Region,AN ENHANCED RISK,50,50,500,5,0,66,35,60,10
56,0,0,4,Western Region,AN ENHANCED RISK (15% CHANCE),0,0,500,10,1,10,1,6,5
47,0,0,4,Western Region,AN 15% CHANCE,20,20,500,1,1,40,40,45,10
58,0,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),50,50,500,100,10,25,25,10,10
45,0,0,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),100,100,100,30,40,20,3,20,20
60,0,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),60,100,500,50,25,50,3,50,20
62,0,0,1,Central Region,A SLIGHT RISK (5% CHANCE),0,0,500,100.001,0.001,0.02,0.45,0.15,0.1
57,0,0,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),50,50,500,1,1,30,25,20,5
47,0,0,1,Southern Region,A 5% CHANCE,40,40,400,100,1,30,5,3,2
60,0,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),20,25,500,100,10,25,5,10,20
64,0,0,1,Central Region,A SLIGHT RISK (5% CHANCE),5,10,500,100,10,2,8,12,25
33,0,0,4,Western Region,A LEVEL 2 of 5 RISK,70,50,500,10,0.1,30,30,20,5
51,0,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),80,50,500,10,0.1,10,20,50,5
57,0,0,1,Central Region,A LEVEL 2 of 5 RISK,50,80,400,10,1,3,25,10,20
50,0,0,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),100,100,300,250,10,100,3,25,10
61,0,0,1,Southern Region,A LEVEL 4 of 5 RISK,95,95,500,10,1,50,0,11,20
62,0,0,1,Southern Region,A SLIGHT RISK,50,50,500,100,1,75,10,45,5
29,0,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),60,40,700,10,10,30,10,30,5
35,0,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),30,10,50,40,19,33,50,10,75
42,0,0,1,Southern Region,A SLIGHT RISK (5% CHANCE),10,10,500,10,1,40,30,40,5
29,0,0,2,Southern Region,A LEVEL 2 of 5 RISK,10,5,10,20,10,10,2,6,10
60,0,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),80,80,10,1,1,10,5,3,20
61,0,0,1,Eastern Region,A LEVEL 4 of 5 RISK,100,100,50,1,1,50,3,6,20
47,0,0,2,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,500,500,80,100,5,70,20
59,0,0,1,Central Region,A SLIGHT RISK (5% CHANCE),10,0,627,10,1,46,22,48,20
34,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),NA,NA,20,30,40,20,30,30,20
37,0,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,20,20,500,100,0.1,10,33,5,2
42,0,0,1,Central Region,A 30% CHANCE,70,60,500,10,30,40,4,20,20
58,0,0,1,Central Region,AN 15% CHANCE,90,90,400,4,10,2,10,50,10
51,0,0,2,Central Region,A SLIGHT RISK (5% CHANCE),50,70,50,500,66,15,30,70,20
63,0,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),20,20,350,3,1,3,28,35,10
62,0,0,1,Western Region,AN LEVEL 3 of 5 RISK,80,90,600,100,10,25,25,20,20
52,0,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),50,50,500,1,1,10,35,20,5
62,0,0,1,Eastern Region,A SLIGHT RISK,100,100,500,10,50,20,20,25,20
56,0,0,1,Southern Region,A MODERATE RISK (30% CHANCE),15,10,600,10,0.1,20,30,11,4
57,0,0,1,Central Region,A LEVEL 4 of 5 RISK,100,100,2,5,1,100,12,2,6
39,0,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),90,95,400,20,0.01,40,25,50,0
30,0,0,2,Eastern Region,AN ENHANCED RISK,50,25,500,1,1,50,5,5,25
48,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),40,100,500,10,10,20,25,30,20
37,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),30,30,50,10,1,30,30,10,5
55,0,0,2,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),4,60,80,2,2,40,4,3,2
37,0,0,1,Western Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,100,10,1,1,5,7,2
63,0,0,1,Western Region,A 5% CHANCE,30,20,500,10,1,40,34,36,4
46,0,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),70,75,700,10,60,56,9,64,60
30,0,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),50,60,400,10,1,40,15,50,15
38,0,0,4,Western Region,A MODERATE RISK (30% CHANCE),70,70,500,10,0.1,10,30,23,5
36,0,0,1,Eastern Region,A LEVEL 4 of 5 RISK,100,50,50,1,100,50,25,30,90
29,0,0,1,Eastern Region,A 5% CHANCE,90,90,50,90,70,66,5,3,40
27,0,0,2,Southern Region,AN ENHANCED RISK,0,0,0,0,0,0,0,0,0
57,0,0,1,Southern Region,A LEVEL 4 of 5 RISK,100,100,50,100,100,30,5,10,10
29,0,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),50,60,100,100,100,35,15,10,25
32,0,0,1,Eastern Region,A 30% CHANCE,20,20,500,10,10,40,28,53,20
47,0,0,1,Eastern Region,A LEVEL 4 of 5 RISK,100,100,500,10,1,100,25,35,20
45,0,0,2,Southern Region,A MODERATE RISK,100,100,5,50,20,40,7,20,10
56,0,0,1,Central Region,A LEVEL 2 of 5 RISK,20,60,500,100,0.0001,20,30,30,10
60,0,0,1,Eastern Region,A SLIGHT RISK,50,40,400,10,10,50,3,12,20
28,0,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),2,10,500,10,0.01,25,33,20,20
52,0,0,1,Southern Region,A SLIGHT RISK,50,50,500,10,1,25,10,30,5
62,0,0,1,Southern Region,AN LEVEL 3 of 5 RISK,80,60,200,1,1,60,3,6,50
52,0,0,2,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),70,45,500,100,1,30,25,70,20
61,0,0,1,Central Region,A SLIGHT RISK,50,50,500,1,1,25,30,22,5
51,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),25,10,50,10,1,30,35,20,20
41,0,0,1,Southern Region,A LEVEL 2 of 5 RISK,10,0,500,10,0.1,0.4,25,40,25
59,0,0,1,Western Region,A SLIGHT RISK,100,100,40,10,10,20,3,5,5
64,0,0,1,Eastern Region,A LEVEL 2 of 5 RISK,50,80,500,100,1,10,35,40,10
47,0,0,1,Western Region,AN ENHANCED RISK (LEVEL 3 of 5),99,100,500,100,1,20,25,20,20
55,0,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),2,2,50,10,10,10,30,10,5
62,0,0,1,Central Region,A 30% CHANCE,50,50,50,0,0,50,50,50,0
53,0,0,1,Southern Region,A MODERATE RISK,NA,NA,500,1,1,5,20,50,5
44,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),0,0,752,10,1,20,35,21,5
27,0,0,2,Eastern Region,AN ENHANCED RISK (15% CHANCE),36,46,45,12,23,40,34,56,76
60,0,0,1,Eastern Region,AN ENHANCED RISK (15% CHANCE),50,50,500,50,1,4,30,45,0
60,0,0,1,Southern Region,A SLIGHT RISK,50,50,500,0.0001,0.00000001,10,10,10,10
53,0,0,1,Eastern Region,A LEVEL 2 of 5 RISK,80,90,500,100,10,25,20,30,20
30,0,0,1,Western Region,A MODERATE RISK,50,50,500,1,1,50,25,35,15
39,0,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),20,0,500,0.001,1,3,30,15,20
55,0,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),40,50,500,10,1,10,30,20,15
36,0,0,4,Southern Region,AN ENHANCED RISK,75,50,500,10,0.1,10,25,6,20
59,0,0,1,Central Region,A SLIGHT RISK (5% CHANCE),3,4,500,2,0,0,5,12,60
33,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),15,50,500,10,1,25,30,35,10
33,0,0,1,Southern Region,A SLIGHT RISK (5% CHANCE),5,10,500,10,0.001,15,30,15,20
54,0,0,1,Central Region,A 5% CHANCE,30,30,45,10,1,10,25,25,4
60,0,0,1,Western Region,A LEVEL 4 of 5 RISK,100,100,50,1,1,10,50,25,10
42,0,0,2,Southern Region,A 30% CHANCE,30,15,500,10,1,20,5,60,20
62,0,0,2,Eastern Region,A 30% CHANCE,50,95,500,10,1,50,30,40,20
64,0,0,1,Southern Region,A SLIGHT RISK,0,0,2,10,10,5,1,2,5
44,0,0,2,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),100,100,500,100,10,20,30,35,10
54,0,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),5,5,50,19,1,100,3,10,15
47,0,0,1,Central Region,AN LEVEL 3 of 5 RISK,5,33,500,100,0.01,5,6,5,5
54,0,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),10,10,500,10,0.1,10,30,20,4
30,0,0,1,Eastern Region,AN 15% CHANCE,6,7,5,10,3,45,5,5,5
46,0,0,1,Southern Region,A MODERATE RISK (30% CHANCE),0,0,500,100,1,50,25,30,10
35,0,0,1,Central Region,A LEVEL 4 of 5 RISK,55,55,333,6,0.7,33,11,11,3
49,0,0,1,Central Region,A 30% CHANCE,0,0,500,2,1,50,5,20,50
53,0,0,1,Central Region,A SLIGHT RISK (5% CHANCE),0,0,500,10,0.01,25,30,20,10
50,0,0,1,Eastern Region,A MODERATE RISK,75,100,500,1,1,50,25,10,10
31,0,0,1,Southern Region,AN 15% CHANCE,5,3,500,10,0.1,25,30,40,26
54,0,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),20,10,50,1,1,5,20,2,5
46,0,0,1,Central Region,A 30% CHANCE,10,5,500,10,0.1,10,50,40,4
58,0,0,1,Central Region,AN ENHANCED RISK,5,10,500,10,0.001,50,30,25,15
39,0,0,1,Western Region,A 30% CHANCE,75,25,500,10,10,50,3,35,20
35,0,0,2,Eastern Region,A 5% CHANCE,0,70,500,1,10,60,3,20,80
59,0,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),50,75,500,1,1,20,50,25,35
55,0,0,1,Eastern Region,A 5% CHANCE,20,20,501,100,10,50,3,5,5
61,0,0,1,Western Region,A MODERATE RISK (30% CHANCE),30,0,50,100,1,30,50,70,20
35,0,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),25,75,500,100,25,20,20,2,30
54,0,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),10,10,500,10,0.1,30,50,25,10
38,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),50,50,500,0,0,85,5,3,100
50,0,0,1,Southern Region,A MODERATE RISK,80,70,50,1,1,70,50,40,20
55,0,0,1,Southern Region,A 5% CHANCE,0,0,300,1,1,50,25,35,5
48,0,0,1,Eastern Region,A LEVEL 2 of 5 RISK,35,60,300,10,0.5,10,50,50,20
61,0,0,1,Eastern Region,A LEVEL 4 of 5 RISK,75,75,50,10,1,25,25,10,20
57,0,0,4,Western Region,A 5% CHANCE,10,10,750,10,0,10,35,20,4
28,0,0,1,Central Region,A LEVEL 2 of 5 RISK,NA,100,50,20,10,10,50,30,50
25,0,0,1,Central Region,AN LEVEL 3 of 5 RISK,77,69,57,64,56,78,3,7,15
62,0,0,1,Western Region,AN 15% CHANCE,0,0,500,10,0.001,10,30,20,95
43,0,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),0,0,500,10,0.5,75,25,35,25
62,0,0,1,Southern Region,A LEVEL 2 of 5 RISK,75,50,500,200,10,20,3,5,20
27,0,0,1,Eastern Region,A LEVEL 4 of 5 RISK,80,90,500,11,1,5,3,50,15
55,0,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),75,50,300,10,1,40,30,60,20
49,0,0,1,Central Region,A SLIGHT RISK,80,70,100,100,100,100,50,50,20
61,0,0,1,Southern Region,A LEVEL 4 of 5 RISK,80,95,500,10,100,10,35,12,10
61,0,0,1,Western Region,A 30% CHANCE,100,100,500,10,0.1,25,30,15,80
55,0,0,1,Central Region,AN 15% CHANCE,50,100,800,100,1,25,30,55,20
32,0,0,1,Southern Region,A SLIGHT RISK,50,50,500,10,1,20,30,12,20
64,0,0,1,Western Region,A SLIGHT RISK (5% CHANCE),10,1,50,10,1,5,30,35,20
63,0,0,1,Western Region,A 30% CHANCE,100,100,500,100,1,50,50,70,35
62,0,0,1,Western Region,AN ENHANCED RISK (LEVEL 3 of 5),65,80,500,2,1,15,25,35,10
33,0,0,1,Central Region,A LEVEL 2 of 5 RISK,50,75,500,2,1,50,3,5,20
56,0,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,500,10,10,40,30,60,20
50,0,0,1,Eastern Region,A SLIGHT RISK,20,90,500,100,10,40,10,12,25
63,0,0,1,Southern Region,A 30% CHANCE,25,25,500,2,1,40,35,70,100
60,0,0,1,Central Region,A 30% CHANCE,50,50,500,750,0,20,25,35,25
62,0,0,1,Central Region,AN ENHANCED RISK,10,10,500,10,0.1,0.33,35,25,4
57,0,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),50,75,500,1,1,40,30,50,80
59,0,0,1,Central Region,A 5% CHANCE,20,75,501,10,51,20,26,15,20
58,0,0,1,Southern Region,A MODERATE RISK (30% CHANCE),10,60,600,10,0.01,25,30,20,4
60,0,0,1,Western Region,A SLIGHT RISK (5% CHANCE),5,5,500,10,10,25,30,25,25
49,0,0,1,Central Region,A 5% CHANCE,1,1,650,10,10,5,16,10,10
58,0,0,1,Central Region,AN LEVEL 3 of 5 RISK,80,50,500,10,1,30,3,10,20
60,0,0,1,Central Region,A SLIGHT RISK,50,50,560,10,0.1,30,50,35,0.2
45,0,0,1,Southern Region,A 30% CHANCE,30,25,500,1,1,30,33,20,20
55,0,0,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),50,50,400,0.5,0.1,20,7,16,25
26,0,0,2,Western Region,A SLIGHT RISK (LEVEL 2 of 5),75,90,500,10,0.01,20,30,25,40
50,0,0,1,Western Region,A LEVEL 2 of 5 RISK,80,90,50,5,1,20,5,30,20
30,0,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),50,67,390,50,20,45,23,10,22
45,0,0,1,Eastern Region,A LEVEL 2 of 5 RISK,100,100,500,10,1,1,1,1,2
63,0,0,1,Southern Region,A MODERATE RISK (30% CHANCE),10,10,500,10,1,25,5,10,5
59,0,0,1,Central Region,A SLIGHT RISK,50,60,500,10,1,30,20,30,20
53,0,0,1,Southern Region,A SLIGHT RISK (5% CHANCE),0,0,500,100,100,20,30,20,10
45,0,0,1,Southern Region,A SLIGHT RISK,20,25,29,35,50,50,25,25,45
34,0,0,1,Central Region,AN 15% CHANCE,4,3,500,100,10,40,30,50,5
53,0,0,1,Western Region,AN LEVEL 3 of 5 RISK,66,90,500,10,0.1,25,30,50,20
49,0,0,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),60,90,500,100,1,25,30,35,5
27,0,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),90,90,500,1,1,25,30,23,10
47,0,0,1,Southern Region,AN ENHANCED RISK,100,100,69,100,1,100,15,16,20
60,0,0,1,Southern Region,A 5% CHANCE,5,5,500,10,0.1,33,25,10,25
